Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,Hour,FTR_numeric,Year,Month,Day,HomeTeam_enc,AwayTeam_enc,DayOfWeek_Num,FTR_category,Result,Season,Team_Home,Overall Rating_Home,Attack_Home,Midfield_Home,Defence_Home,Num of Players_Home,Build-up Style_Home,Team_Away,Overall Rating_Away,Attack_Away,Midfield_Away,Defence_Away,Num of Players_Away,Build-up Style_Away,HomeTeam_Advantage,HomeTeam_Form,AwayTeam_Form
B1,2019-09-15,Mouscron,Kortrijk,2,0,H,8.0,7.0,4.0,2.0,14.0,16.0,6.0,5.0,3.0,3.0,0.0,1.0,2.1,3.5,3.3,19,1,2019,9,15,11,9,1,Home Win,Home Win,2019-2020,Mouscron,64.0,65.0,64.0,63.0,25.0,Long Ball,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,77.77777777777779,53.333333333333336,53.333333333333336
B1,2019-09-20,Kortrijk,Mechelen,2,3,A,11.0,9.0,7.0,6.0,19.0,18.0,6.0,2.0,0.0,3.0,0.0,0.0,2.4,3.3,2.87,19,2,2019,9,20,9,10,6,Away Win,Away Win,2019-2020,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,Mechelen,69.0,70.0,69.0,68.0,26.0,Balanced,55.55555555555556,46.666666666666664,33.33333333333333
B1,2019-09-21,Charleroi,St Truiden,0,3,A,12.0,5.0,2.0,5.0,13.0,13.0,12.0,2.0,2.0,3.0,0.0,0.0,1.57,4.0,5.75,17,2,2019,9,21,4,16,7,Away Win,Away Win,2019-2020,Charleroi,70.0,71.0,70.0,69.0,27.0,Fast Build-Up,St Truiden,67.0,67.0,67.0,66.0,26.0,Fast Build-Up,77.77777777777779,66.66666666666666,53.333333333333336
B1,2019-09-21,Antwerp,Cercle Brugge,3,1,H,13.0,5.0,8.0,1.0,14.0,13.0,5.0,2.0,1.0,2.0,0.0,0.0,1.36,4.75,8.0,19,1,2019,9,21,1,3,7,Home Win,Home Win,2019-2020,Antwerp,71.0,72.0,71.0,70.0,28.0,Long Ball,Cercle Brugge,66.0,67.0,66.0,65.0,25.0,Balanced,100.0,60.0,20.0
B1,2019-09-21,Waasland-Beveren,Mouscron,1,1,D,7.0,6.0,2.0,4.0,11.0,11.0,2.0,4.0,1.0,2.0,0.0,0.0,3.4,3.5,2.05,19,0,2019,9,21,19,11,7,Draw,Draw,2019-2020,Waasland-Beveren,65.0,66.0,65.0,64.0,24.0,Long Ball,Mouscron,64.0,65.0,64.0,63.0,25.0,Long Ball,0.0,13.333333333333334,66.66666666666666
B1,2019-09-21,Genk,Oostende,3,1,H,14.0,14.0,3.0,5.0,11.0,11.0,8.0,4.0,2.0,2.0,0.0,0.0,1.33,4.75,10.0,19,1,2019,9,21,7,12,7,Home Win,Home Win,2019-2020,Genk,72.0,72.0,72.0,70.0,25.0,Balanced,Oostende,67.0,68.0,67.0,66.0,27.0,Long Ball,66.66666666666666,46.666666666666664,26.666666666666668
B1,2019-09-22,Standard,Eupen,3,0,H,15.0,4.0,8.0,1.0,9.0,14.0,6.0,3.0,0.0,2.0,0.0,1.0,1.28,5.75,9.0,13,1,2019,9,22,18,6,1,Home Win,Home Win,2019-2020,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,Eupen,65.0,65.0,65.0,64.0,26.0,Balanced,100.0,60.0,20.0
B1,2019-09-22,Club Brugge,Anderlecht,2,1,H,17.0,5.0,8.0,4.0,11.0,14.0,8.0,3.0,1.0,2.0,0.0,0.0,1.5,4.33,6.0,17,1,2019,9,22,5,0,1,Home Win,Home Win,2019-2020,Club Brugge,75.0,74.0,76.0,72.0,28.0,Balanced,Anderlecht,72.0,72.0,72.0,71.0,29.0,Balanced,55.55555555555556,73.33333333333333,26.666666666666668
B1,2019-09-22,Waregem,Gent,2,2,D,6.0,13.0,2.0,5.0,11.0,17.0,3.0,2.0,1.0,1.0,0.0,1.0,3.4,3.75,2.0,19,0,2019,9,22,20,8,1,Draw,Draw,2019-2020,Waregem,68.0,69.0,68.0,67.0,28.0,Balanced,Gent,74.0,75.0,74.0,71.0,27.0,Balanced,66.66666666666666,73.33333333333333,80.0
B1,2019-09-28,Mechelen,Club Brugge,0,5,A,2.0,22.0,0.0,12.0,6.0,19.0,1.0,12.0,2.0,1.0,1.0,0.0,6.0,4.33,1.5,17,2,2019,9,28,10,5,7,Away Win,Away Win,2019-2020,Mechelen,69.0,70.0,69.0,68.0,26.0,Balanced,Club Brugge,75.0,74.0,76.0,72.0,28.0,Balanced,77.77777777777779,46.666666666666664,73.33333333333333
B1,2019-09-28,Cercle Brugge,Eupen,1,2,A,7.0,7.0,3.0,4.0,22.0,19.0,1.0,2.0,4.0,4.0,1.0,0.0,2.0,3.6,3.25,19,2,2019,9,28,3,6,7,Away Win,Away Win,2019-2020,Cercle Brugge,66.0,67.0,66.0,65.0,25.0,Balanced,Eupen,65.0,65.0,65.0,64.0,26.0,Balanced,25.0,20.0,13.333333333333334
B1,2019-09-28,Gent,Kortrijk,2,0,H,13.0,3.0,8.0,2.0,9.0,14.0,2.0,5.0,2.0,0.0,0.0,0.0,1.3,5.5,9.0,19,1,2019,9,28,8,9,7,Home Win,Home Win,2019-2020,Gent,74.0,75.0,74.0,71.0,27.0,Balanced,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,100.0,66.66666666666666,26.666666666666668
B1,2019-09-28,Mouscron,Waregem,2,2,D,9.0,13.0,4.0,7.0,23.0,13.0,4.0,6.0,3.0,1.0,0.0,0.0,2.15,3.5,2.9,19,0,2019,9,28,11,20,7,Draw,Draw,2019-2020,Mouscron,64.0,65.0,64.0,63.0,25.0,Long Ball,Waregem,68.0,69.0,68.0,67.0,28.0,Balanced,83.33333333333334,53.333333333333336,60.0
B1,2019-09-28,St Truiden,Genk,3,3,D,8.0,8.0,4.0,4.0,19.0,10.0,10.0,13.0,6.0,1.0,0.0,0.0,4.75,3.8,1.7,19,0,2019,9,28,16,7,7,Draw,Draw,2019-2020,St Truiden,67.0,67.0,67.0,66.0,26.0,Fast Build-Up,Genk,72.0,72.0,72.0,70.0,25.0,Balanced,41.66666666666667,53.333333333333336,66.66666666666666
B1,2019-09-29,Anderlecht,Waasland-Beveren,0,0,D,12.0,4.0,5.0,2.0,14.0,17.0,7.0,1.0,2.0,3.0,0.0,0.0,1.36,4.75,6.5,13,0,2019,9,29,0,19,1,Draw,Draw,2019-2020,Anderlecht,72.0,72.0,72.0,71.0,29.0,Balanced,Waasland-Beveren,65.0,66.0,65.0,64.0,24.0,Long Ball,33.33333333333333,20.0,13.333333333333334
B1,2019-09-29,Standard,Charleroi,1,1,D,9.0,10.0,3.0,5.0,13.0,21.0,9.0,2.0,2.0,4.0,0.0,1.0,1.57,4.0,4.75,17,0,2019,9,29,18,4,1,Draw,Draw,2019-2020,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,Charleroi,70.0,71.0,70.0,69.0,27.0,Fast Build-Up,100.0,80.0,60.0
B1,2019-09-29,Oostende,Antwerp,1,1,D,12.0,7.0,5.0,2.0,14.0,12.0,2.0,5.0,0.0,0.0,0.0,0.0,3.8,3.8,1.75,19,0,2019,9,29,12,1,1,Draw,Draw,2019-2020,Oostende,67.0,68.0,67.0,66.0,27.0,Long Ball,Antwerp,71.0,72.0,71.0,70.0,28.0,Long Ball,50.0,26.666666666666668,60.0
B1,2019-10-04,Charleroi,Anderlecht,1,2,A,11.0,11.0,3.0,6.0,23.0,17.0,4.0,4.0,2.0,5.0,0.0,0.0,2.37,3.3,2.87,19,2,2019,10,4,4,0,6,Away Win,Away Win,2019-2020,Charleroi,70.0,71.0,70.0,69.0,27.0,Fast Build-Up,Anderlecht,72.0,72.0,72.0,71.0,29.0,Balanced,58.333333333333336,46.666666666666664,26.666666666666668
B1,2019-10-05,Eupen,Mechelen,0,2,A,13.0,10.0,5.0,4.0,10.0,11.0,10.0,6.0,1.0,5.0,0.0,1.0,2.7,3.4,2.5,17,2,2019,10,5,6,10,7,Away Win,Away Win,2019-2020,Eupen,65.0,65.0,65.0,64.0,26.0,Balanced,Mechelen,69.0,70.0,69.0,68.0,26.0,Balanced,16.666666666666664,26.666666666666668,26.666666666666668
B1,2019-10-05,Waasland-Beveren,Oostende,3,1,H,14.0,7.0,8.0,5.0,16.0,16.0,8.0,1.0,1.0,3.0,0.0,0.0,2.5,3.3,2.75,19,1,2019,10,5,19,12,7,Home Win,Home Win,2019-2020,Waasland-Beveren,65.0,66.0,65.0,64.0,24.0,Long Ball,Oostende,67.0,68.0,67.0,66.0,27.0,Long Ball,8.333333333333332,20.0,33.33333333333333
B1,2019-10-05,Waregem,Cercle Brugge,6,0,H,11.0,8.0,7.0,3.0,8.0,17.0,4.0,7.0,1.0,3.0,0.0,0.0,1.6,4.0,5.5,19,1,2019,10,5,20,3,7,Home Win,Home Win,2019-2020,Waregem,68.0,69.0,68.0,67.0,28.0,Balanced,Cercle Brugge,66.0,67.0,66.0,65.0,25.0,Balanced,58.333333333333336,46.666666666666664,20.0
B1,2019-10-05,Kortrijk,St Truiden,4,0,H,16.0,6.0,9.0,0.0,16.0,12.0,3.0,2.0,3.0,2.0,0.0,1.0,1.83,3.6,4.0,19,1,2019,10,5,9,16,7,Home Win,Home Win,2019-2020,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,St Truiden,67.0,67.0,67.0,66.0,26.0,Fast Build-Up,41.66666666666667,6.666666666666667,60.0
B1,2019-10-06,Club Brugge,Gent,4,0,H,11.0,15.0,7.0,8.0,16.0,9.0,5.0,5.0,4.0,3.0,0.0,0.0,1.6,4.0,5.25,13,1,2019,10,6,5,8,1,Home Win,Home Win,2019-2020,Club Brugge,75.0,74.0,76.0,72.0,28.0,Balanced,Gent,74.0,75.0,74.0,71.0,27.0,Balanced,66.66666666666666,73.33333333333333,86.66666666666667
B1,2019-10-06,Antwerp,Standard,2,2,D,14.0,9.0,5.0,3.0,15.0,19.0,5.0,4.0,3.0,2.0,0.0,0.0,2.15,3.4,3.25,17,0,2019,10,6,1,18,1,Draw,Draw,2019-2020,Antwerp,71.0,72.0,71.0,70.0,28.0,Long Ball,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,100.0,66.66666666666666,66.66666666666666
B1,2019-10-06,Genk,Mouscron,2,1,H,12.0,7.0,6.0,3.0,12.0,12.0,1.0,4.0,1.0,2.0,0.0,0.0,1.45,4.33,6.0,19,1,2019,10,6,7,11,1,Home Win,Home Win,2019-2020,Genk,72.0,72.0,72.0,70.0,25.0,Balanced,Mouscron,64.0,65.0,64.0,63.0,25.0,Long Ball,75.0,53.333333333333336,60.0
B1,2019-10-18,Mouscron,Club Brugge,0,1,A,5.0,11.0,1.0,6.0,13.0,15.0,4.0,5.0,0.0,1.0,0.0,0.0,7.0,4.75,1.4,19,2,2019,10,18,11,5,6,Away Win,Away Win,2019-2020,Mouscron,64.0,65.0,64.0,63.0,25.0,Long Ball,Club Brugge,75.0,74.0,76.0,72.0,28.0,Balanced,73.33333333333333,40.0,86.66666666666667
B1,2019-10-19,Standard,Genk,1,0,H,10.0,7.0,4.0,2.0,11.0,10.0,4.0,6.0,2.0,1.0,0.0,0.0,2.1,3.75,3.1,17,1,2019,10,19,18,7,7,Home Win,Home Win,2019-2020,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,Genk,72.0,72.0,72.0,70.0,25.0,Balanced,86.66666666666667,53.333333333333336,53.333333333333336
B1,2019-10-19,Kortrijk,Waregem,2,0,H,9.0,7.0,7.0,3.0,10.0,8.0,11.0,5.0,1.0,4.0,0.0,1.0,2.1,3.8,3.1,19,1,2019,10,19,9,20,7,Home Win,Home Win,2019-2020,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,Waregem,68.0,69.0,68.0,67.0,28.0,Balanced,53.333333333333336,26.666666666666668,60.0
B1,2019-10-19,Oostende,Eupen,2,3,A,10.0,10.0,5.0,5.0,8.0,19.0,11.0,5.0,1.0,3.0,0.0,1.0,2.0,3.6,3.4,19,2,2019,10,19,12,6,7,Away Win,Away Win,2019-2020,Oostende,67.0,68.0,67.0,66.0,27.0,Long Ball,Eupen,65.0,65.0,65.0,64.0,26.0,Balanced,46.666666666666664,13.333333333333334,26.666666666666668
B1,2019-10-19,Gent,Waasland-Beveren,2,0,H,11.0,9.0,9.0,2.0,14.0,8.0,8.0,1.0,1.0,2.0,0.0,0.0,1.18,8.0,11.0,19,1,2019,10,19,8,19,7,Home Win,Home Win,2019-2020,Gent,74.0,75.0,74.0,71.0,27.0,Balanced,Waasland-Beveren,65.0,66.0,65.0,64.0,24.0,Long Ball,100.0,66.66666666666666,40.0
B1,2019-10-20,Mechelen,Antwerp,3,1,H,9.0,8.0,7.0,3.0,12.0,14.0,6.0,1.0,3.0,3.0,0.0,0.0,3.6,3.6,1.95,13,1,2019,10,20,10,1,1,Home Win,Home Win,2019-2020,Mechelen,69.0,70.0,69.0,68.0,26.0,Balanced,Antwerp,71.0,72.0,71.0,70.0,28.0,Long Ball,58.333333333333336,46.666666666666664,53.333333333333336
B1,2019-10-20,Anderlecht,St Truiden,4,1,H,11.0,8.0,8.0,3.0,10.0,14.0,3.0,3.0,1.0,2.0,0.0,0.0,1.4,4.75,7.0,17,1,2019,10,20,0,16,1,Home Win,Home Win,2019-2020,Anderlecht,72.0,72.0,72.0,71.0,29.0,Balanced,St Truiden,67.0,67.0,67.0,66.0,26.0,Fast Build-Up,33.33333333333333,46.666666666666664,53.333333333333336
B1,2019-10-20,Cercle Brugge,Charleroi,0,3,A,10.0,9.0,4.0,7.0,13.0,12.0,10.0,2.0,2.0,2.0,0.0,0.0,3.5,3.8,1.95,19,2,2019,10,20,3,4,1,Away Win,Away Win,2019-2020,Cercle Brugge,66.0,67.0,66.0,65.0,25.0,Balanced,Charleroi,70.0,71.0,70.0,69.0,27.0,Fast Build-Up,20.0,0.0,46.666666666666664
B1,2019-10-25,Eupen,Anderlecht,0,0,D,10.0,8.0,7.0,2.0,15.0,12.0,3.0,4.0,4.0,0.0,0.0,0.0,4.2,3.3,1.9,19,0,2019,10,25,6,0,6,Draw,Draw,2019-2020,Eupen,65.0,65.0,65.0,64.0,26.0,Balanced,Anderlecht,72.0,72.0,72.0,71.0,29.0,Balanced,13.333333333333334,46.666666666666664,46.666666666666664
B1,2019-10-26,Charleroi,Mouscron,1,0,H,9.0,9.0,5.0,3.0,11.0,16.0,1.0,10.0,2.0,2.0,0.0,0.0,1.9,3.4,4.0,17,1,2019,10,26,4,11,7,Home Win,Home Win,2019-2020,Charleroi,70.0,71.0,70.0,69.0,27.0,Fast Build-Up,Mouscron,64.0,65.0,64.0,63.0,25.0,Long Ball,46.666666666666664,46.666666666666664,33.33333333333333
B1,2019-10-26,Antwerp,Kortrijk,3,1,H,14.0,7.0,7.0,3.0,8.0,12.0,6.0,4.0,1.0,1.0,0.0,0.0,1.4,4.5,7.5,19,1,2019,10,26,1,9,7,Home Win,Home Win,2019-2020,Antwerp,71.0,72.0,71.0,70.0,28.0,Long Ball,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,83.33333333333334,53.333333333333336,40.0
B1,2019-10-26,Waregem,Oostende,2,0,H,7.0,5.0,2.0,4.0,12.0,18.0,4.0,2.0,0.0,1.0,0.0,0.0,1.75,4.0,4.0,19,1,2019,10,26,20,12,7,Home Win,Home Win,2019-2020,Waregem,68.0,69.0,68.0,67.0,28.0,Balanced,Oostende,67.0,68.0,67.0,66.0,27.0,Long Ball,66.66666666666666,40.0,6.666666666666667
B1,2019-10-26,Genk,Cercle Brugge,1,0,H,13.0,11.0,6.0,4.0,7.0,16.0,8.0,4.0,0.0,2.0,0.0,0.0,1.16,7.0,15.0,19,1,2019,10,26,7,3,7,Home Win,Home Win,2019-2020,Genk,72.0,72.0,72.0,70.0,25.0,Balanced,Cercle Brugge,66.0,67.0,66.0,65.0,25.0,Balanced,80.0,46.666666666666664,0.0
B1,2019-10-27,Club Brugge,Standard,1,1,D,9.0,6.0,3.0,2.0,8.0,12.0,5.0,5.0,1.0,2.0,0.0,0.0,1.45,4.2,6.5,13,0,2019,10,27,5,18,1,Draw,Draw,2019-2020,Club Brugge,75.0,74.0,76.0,72.0,28.0,Balanced,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,73.33333333333333,100.0,73.33333333333333
B1,2019-10-27,St Truiden,Gent,0,0,D,8.0,19.0,3.0,6.0,10.0,14.0,4.0,11.0,0.0,1.0,0.0,0.0,6.0,4.0,1.55,17,0,2019,10,27,16,8,1,Draw,Draw,2019-2020,St Truiden,67.0,67.0,67.0,66.0,26.0,Fast Build-Up,Gent,74.0,75.0,74.0,71.0,27.0,Balanced,40.0,33.33333333333333,66.66666666666666
B1,2019-10-27,Waasland-Beveren,Mechelen,1,3,A,8.0,7.0,5.0,2.0,15.0,20.0,10.0,4.0,2.0,1.0,0.0,0.0,3.4,3.5,2.05,19,2,2019,10,27,19,10,1,Away Win,Away Win,2019-2020,Waasland-Beveren,65.0,66.0,65.0,64.0,24.0,Long Ball,Mechelen,69.0,70.0,69.0,68.0,26.0,Balanced,26.666666666666668,40.0,60.0
B1,2019-10-29,Cercle Brugge,Mouscron,2,2,D,10.0,4.0,7.0,3.0,19.0,19.0,4.0,5.0,2.0,4.0,0.0,0.0,2.8,3.6,2.3,19,0,2019,10,29,3,11,3,Draw,Draw,2019-2020,Cercle Brugge,66.0,67.0,66.0,65.0,25.0,Balanced,Mouscron,64.0,65.0,64.0,63.0,25.0,Long Ball,20.0,0.0,13.333333333333334
B1,2019-10-29,Kortrijk,Eupen,1,2,A,7.0,7.0,2.0,5.0,16.0,16.0,6.0,2.0,1.0,4.0,0.0,0.0,1.85,4.0,3.6,19,2,2019,10,29,9,6,3,Away Win,Away Win,2019-2020,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,Eupen,65.0,65.0,65.0,64.0,26.0,Balanced,66.66666666666666,40.0,46.666666666666664
B1,2019-10-29,Oostende,Charleroi,0,1,A,8.0,7.0,5.0,3.0,15.0,13.0,6.0,5.0,2.0,1.0,0.0,1.0,3.25,3.4,2.2,19,2,2019,10,29,12,4,3,Away Win,Away Win,2019-2020,Oostende,67.0,68.0,67.0,66.0,27.0,Long Ball,Charleroi,70.0,71.0,70.0,69.0,27.0,Fast Build-Up,26.666666666666668,6.666666666666667,46.666666666666664
B1,2019-10-30,Genk,Antwerp,2,2,D,11.0,13.0,7.0,6.0,13.0,21.0,7.0,5.0,0.0,4.0,0.0,1.0,1.95,3.6,3.6,19,0,2019,10,30,7,1,4,Draw,Draw,2019-2020,Genk,72.0,72.0,72.0,70.0,25.0,Balanced,Antwerp,71.0,72.0,71.0,70.0,28.0,Long Ball,80.0,66.66666666666666,53.333333333333336
B1,2019-10-30,Mechelen,St Truiden,1,2,A,15.0,10.0,5.0,4.0,15.0,14.0,3.0,7.0,1.0,3.0,0.0,0.0,1.75,4.0,4.2,19,2,2019,10,30,10,16,4,Away Win,Away Win,2019-2020,Mechelen,69.0,70.0,69.0,68.0,26.0,Balanced,St Truiden,67.0,67.0,67.0,66.0,26.0,Fast Build-Up,66.66666666666666,80.0,33.33333333333333
B1,2019-10-30,Standard,Waasland-Beveren,2,0,H,15.0,3.0,8.0,2.0,8.0,17.0,11.0,1.0,1.0,2.0,0.0,0.0,1.2,6.5,11.0,19,1,2019,10,30,18,19,4,Home Win,Home Win,2019-2020,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,Waasland-Beveren,65.0,66.0,65.0,64.0,24.0,Long Ball,86.66666666666667,60.0,33.33333333333333
B1,2019-10-30,Waregem,Club Brugge,0,2,A,5.0,13.0,2.0,5.0,10.0,13.0,6.0,8.0,1.0,2.0,0.0,0.0,5.75,4.5,1.45,19,2,2019,10,30,20,5,4,Away Win,Away Win,2019-2020,Waregem,68.0,69.0,68.0,67.0,28.0,Balanced,Club Brugge,75.0,74.0,76.0,72.0,28.0,Balanced,86.66666666666667,53.333333333333336,86.66666666666667
B1,2019-10-31,Anderlecht,Gent,3,3,D,10.0,13.0,8.0,7.0,18.0,19.0,4.0,5.0,1.0,2.0,0.0,0.0,2.75,3.6,2.37,19,0,2019,10,31,0,8,5,Draw,Draw,2019-2020,Anderlecht,72.0,72.0,72.0,71.0,29.0,Balanced,Gent,74.0,75.0,74.0,71.0,27.0,Balanced,53.333333333333336,53.333333333333336,53.333333333333336
B1,2019-11-02,Eupen,Genk,2,0,H,6.0,7.0,2.0,3.0,12.0,13.0,5.0,5.0,0.0,1.0,0.0,0.0,4.33,3.6,1.8,17,1,2019,11,2,6,7,7,Home Win,Home Win,2019-2020,Eupen,65.0,65.0,65.0,64.0,26.0,Balanced,Genk,72.0,72.0,72.0,70.0,25.0,Balanced,20.0,66.66666666666666,53.333333333333336
B1,2019-11-02,Mouscron,Antwerp,3,1,H,8.0,8.0,6.0,6.0,18.0,14.0,5.0,5.0,3.0,1.0,0.0,0.0,3.8,3.6,1.9,19,1,2019,11,2,11,1,7,Home Win,Home Win,2019-2020,Mouscron,64.0,65.0,64.0,63.0,25.0,Long Ball,Antwerp,71.0,72.0,71.0,70.0,28.0,Long Ball,66.66666666666666,13.333333333333334,40.0
B1,2019-11-02,St Truiden,Oostende,1,0,H,5.0,10.0,2.0,6.0,9.0,16.0,4.0,6.0,1.0,3.0,0.0,0.0,1.95,3.8,3.25,19,1,2019,11,2,16,12,7,Home Win,Home Win,2019-2020,St Truiden,67.0,67.0,67.0,66.0,26.0,Fast Build-Up,Oostende,67.0,68.0,67.0,66.0,27.0,Long Ball,46.666666666666664,33.33333333333333,6.666666666666667
B1,2019-11-02,Waasland-Beveren,Waregem,1,2,A,13.0,9.0,5.0,6.0,13.0,8.0,7.0,4.0,2.0,2.0,0.0,0.0,2.9,3.75,2.2,19,2,2019,11,2,19,20,7,Away Win,Away Win,2019-2020,Waasland-Beveren,65.0,66.0,65.0,64.0,24.0,Long Ball,Waregem,68.0,69.0,68.0,67.0,28.0,Balanced,26.666666666666668,26.666666666666668,46.666666666666664
B1,2019-11-02,Club Brugge,Kortrijk,3,0,H,15.0,4.0,8.0,1.0,7.0,22.0,5.0,4.0,0.0,4.0,0.0,0.0,1.16,7.0,15.0,19,1,2019,11,2,5,9,7,Home Win,Home Win,2019-2020,Club Brugge,75.0,74.0,76.0,72.0,28.0,Balanced,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,60.0,86.66666666666667,40.0
B1,2019-11-03,Anderlecht,Cercle Brugge,2,1,H,15.0,8.0,13.0,5.0,7.0,16.0,12.0,6.0,1.0,3.0,0.0,0.0,1.36,5.25,7.5,13,1,2019,11,3,0,3,1,Home Win,Home Win,2019-2020,Anderlecht,72.0,72.0,72.0,71.0,29.0,Balanced,Cercle Brugge,66.0,67.0,66.0,65.0,25.0,Balanced,53.333333333333336,60.0,6.666666666666667
B1,2019-11-03,Gent,Standard,3,1,H,11.0,14.0,3.0,4.0,13.0,22.0,5.0,4.0,3.0,5.0,1.0,1.0,1.75,4.0,4.0,17,1,2019,11,3,8,18,1,Home Win,Home Win,2019-2020,Gent,74.0,75.0,74.0,71.0,27.0,Balanced,,69.64389067524115,70.3330689928628,69.83108643933386,68.45757335448057,26.94528152260111,Balanced,100.0,53.333333333333336,60.0
B1,2019-11-03,Mechelen,Charleroi,2,2,D,11.0,9.0,5.0,7.0,17.0,19.0,8.0,4.0,2.0,0.0,0.0,0.0,2.3,3.6,2.8,19,0,2019,11,3,10,4,1,Draw,Draw,2019-2020,Mechelen,69.0,70.0,69.0,68.0,26.0,Balanced,Charleroi,70.0,71.0,70.0,69.0,27.0,Fast Build-Up,46.666666666666664,60.0,66.66666666666666
B1,2019-11-08,Waregem,Anderlecht,1,2,A,11.0,6.0,6.0,5.0,9.0,14.0,5.0,2.0,2.0,1.0,0.0,0.0,3.0,3.75,2.2,19,2,2019,11,8,20,0,6,Away Win,Away Win,2019-2020,Waregem,68.0,69.0,68.0,67.0,28.0,Balanced,Anderlecht,72.0,72.0,72.0,71.0,29.0,Balanced,66.66666666666666,60.0,73.33333333333333
B1,2019-11-09,Charleroi,Eupen,1,0,H,13.0,8.0,7.0,3.0,8.0,9.0,6.0,9.0,0.0,1.0,0.0,0.0,1.75,3.75,4.33,17,1,2019,11,9,4,6,7,Home Win,Home Win,2019-2020,Charleroi,70.0,71.0,70.0,69.0,27.0,Fast Build-Up,Eupen,65.0,65.0,65.0,64.0,26.0,Balanced,60.0,66.66666666666666,66.66666666666666
B1,2019-11-09,Cercle Brugge,St Truiden,2,1,H,16.0,12.0,8.0,4.0,14.0,7.0,10.0,7.0,1.0,2.0,0.0,0.0,2.37,3.6,2.75,19,1,2019,11,9,3,16,7,Home Win,Home Win,2019-2020,Cercle Brugge,66.0,67.0,66.0,65.0,25.0,Balanced,St Truiden,67.0,67.0,67.0,66.0,26.0,Fast Build-Up,26.666666666666668,6.666666666666667,46.666666666666664
B1,2019-11-09,Kortrijk,Waasland-Beveren,1,3,A,9.0,7.0,4.0,6.0,19.0,14.0,5.0,5.0,1.0,4.0,0.0,0.0,1.6,4.33,4.75,19,2,2019,11,9,9,19,7,Away Win,Away Win,2019-2020,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,Waasland-Beveren,65.0,66.0,65.0,64.0,24.0,Long Ball,46.666666666666664,40.0,20.0
B1,2019-11-09,Oostende,Mouscron,2,2,D,7.0,14.0,5.0,7.0,10.0,15.0,3.0,7.0,1.0,1.0,0.0,0.0,2.6,3.6,2.5,19,0,2019,11,9,12,11,7,Draw,Draw,2019-2020,Oostende,67.0,68.0,67.0,66.0,27.0,Long Ball,Mouscron,64.0,65.0,64.0,63.0,25.0,Long Ball,26.666666666666668,0.0,26.666666666666668
B1,2019-11-10,Antwerp,Club Brugge,2,1,H,9.0,7.0,3.0,4.0,16.0,19.0,4.0,9.0,6.0,3.0,0.0,0.0,3.5,3.6,2.0,13,1,2019,11,10,1,5,1,Home Win,Home Win,2019-2020,Antwerp,71.0,72.0,71.0,70.0,28.0,Long Ball,Club Brugge,75.0,74.0,76.0,72.0,28.0,Balanced,86.66666666666667,33.33333333333333,86.66666666666667
B1,2019-11-10,Genk,Gent,0,2,A,10.0,8.0,7.0,7.0,19.0,11.0,6.0,2.0,3.0,0.0,0.0,0.0,2.37,3.6,2.7,17,2,2019,11,10,7,8,1,Away Win,Away Win,2019-2020,Genk,72.0,72.0,72.0,70.0,25.0,Balanced,Gent,74.0,75.0,74.0,71.0,27.0,Balanced,86.66666666666667,46.666666666666664,53.333333333333336
B1,2019-11-10,Standard,Mechelen,1,2,A,12.0,6.0,3.0,3.0,14.0,15.0,8.0,2.0,1.0,2.0,0.0,0.0,1.57,4.0,5.5,19,2,2019,11,10,18,10,1,Away Win,Away Win,2019-2020,,69.65567176186646,70.34285714285714,69.84285714285714,68.46746031746032,26.95,Balanced,Mechelen,69.0,70.0,69.0,68.0,26.0,Balanced,86.66666666666667,53.333333333333336,66.66666666666666
