Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,Hour,FTR_numeric,Year,Month,Day,HomeTeam_enc,AwayTeam_enc,DayOfWeek_Num,Result,Season
B1,2020-11-06,Mechelen,Charleroi,3,3,D,20.0,9.0,7.0,2.0,9.0,12.0,4.0,6.0,2.0,3.0,0.0,0.0,3.0,3.4,2.3,3.0,3.5,2.3,2.8,3.35,2.35,2.97,3.75,2.36,2.7,3.5,2.4,2.88,3.6,2.3,3.0,3.76,2.41,2.87,3.56,2.31,19,0,2020,11,6,10,4,6,Draw,2020-2021
B1,2020-11-07,Kortrijk,Beerschot VA,5,5,D,23.0,23.0,8.0,12.0,11.0,14.0,6.0,6.0,2.0,2.0,0.0,0.0,2.37,3.6,2.75,2.35,4.2,2.6,2.35,3.75,2.55,2.39,4.24,2.67,2.35,3.8,2.6,2.3,3.9,2.7,2.4,4.28,2.75,2.35,3.93,2.61,15,0,2020,11,7,9,2,7,Draw,2020-2021
B1,2020-11-07,Eupen,Waasland-Beveren,1,1,D,25.0,9.0,8.0,3.0,12.0,12.0,14.0,4.0,1.0,2.0,0.0,0.0,1.45,4.33,7.0,1.48,4.25,7.25,1.47,4.3,6.0,1.49,4.44,7.48,1.44,4.33,7.0,1.45,4.5,6.5,1.51,4.76,7.48,1.47,4.39,6.47,17,0,2020,11,7,6,19,7,Draw,2020-2021
B1,2020-11-07,St Truiden,Genk,1,2,A,15.0,8.0,2.0,5.0,21.0,19.0,11.0,4.0,5.0,2.0,1.0,0.0,3.5,3.5,2.0,3.7,3.4,2.05,3.4,3.2,2.1,3.61,3.41,2.18,3.6,3.25,2.05,3.4,3.5,2.1,3.7,3.5,2.2,3.45,3.36,2.11,19,2,2020,11,7,16,7,7,Away Win,2020-2021
B1,2020-11-08,Antwerp,Standard,1,1,D,17.0,10.0,4.0,3.0,4.0,14.0,3.0,3.0,0.0,3.0,0.0,0.0,2.25,3.3,3.1,2.3,3.4,3.1,2.25,3.1,3.15,2.29,3.37,3.4,2.25,3.2,3.2,2.3,3.3,3.13,2.3,3.52,3.45,2.24,3.28,3.21,12,0,2020,11,8,1,18,1,Draw,2020-2021
B1,2020-11-08,Oostende,Club Brugge,1,3,A,14.0,15.0,5.0,7.0,10.0,8.0,4.0,8.0,3.0,0.0,1.0,0.0,4.33,4.0,1.7,4.5,4.0,1.72,4.1,3.7,1.77,4.39,4.06,1.8,4.33,3.8,1.73,4.2,4.0,1.75,4.5,4.16,1.82,4.18,3.93,1.75,15,2,2020,11,8,12,5,1,Away Win,2020-2021
B1,2020-11-08,Gent,Anderlecht,1,1,D,8.0,10.0,3.0,3.0,20.0,13.0,2.0,7.0,3.0,4.0,0.0,0.0,2.25,3.5,2.9,2.3,3.5,3.0,2.3,3.3,2.9,2.36,3.6,3.06,2.25,3.6,2.9,2.3,3.6,2.88,2.42,3.86,3.07,2.28,3.51,2.91,17,0,2020,11,8,8,0,1,Draw,2020-2021
B1,2020-11-08,Cercle Brugge,Waregem,1,3,A,14.0,16.0,5.0,6.0,8.0,13.0,4.0,8.0,3.0,3.0,0.0,0.0,1.9,3.75,3.6,2.05,4.1,3.1,2.0,3.65,3.25,2.05,4.09,3.36,2.0,3.6,3.4,1.95,3.9,3.4,2.07,4.19,3.6,1.99,3.89,3.28,19,2,2020,11,8,3,20,1,Away Win,2020-2021
B1,2020-11-21,Standard,Eupen,2,2,D,14.0,11.0,6.0,5.0,11.0,22.0,3.0,3.0,2.0,0.0,1.0,0.0,1.65,3.75,5.25,1.65,3.8,5.5,1.65,3.6,5.0,1.68,3.9,5.59,1.62,3.75,5.5,1.65,3.8,5.25,1.68,4.0,5.62,1.65,3.79,5.15,15,0,2020,11,21,18,6,7,Draw,2020-2021
B1,2020-11-21,Oostende,Antwerp,1,1,D,14.0,12.0,3.0,5.0,13.0,8.0,7.0,5.0,1.0,1.0,0.0,0.0,3.1,3.5,2.15,3.1,3.5,2.15,2.85,3.4,2.25,3.04,3.82,2.29,3.0,3.5,2.2,3.0,3.5,2.25,3.1,3.82,2.31,2.96,3.55,2.24,17,0,2020,11,21,12,1,7,Draw,2020-2021
B1,2020-11-21,Waasland-Beveren,Cercle Brugge,0,2,A,12.0,9.0,5.0,5.0,11.0,11.0,5.0,7.0,4.0,3.0,1.0,0.0,3.1,3.9,2.05,3.2,3.8,2.1,3.2,3.6,2.05,3.32,4.08,2.07,2.9,3.6,2.25,3.25,3.8,2.05,3.32,4.08,2.12,3.21,3.81,2.04,17,2,2020,11,21,19,3,7,Away Win,2020-2021
B1,2020-11-21,Club Brugge,Kortrijk,1,0,H,17.0,5.0,4.0,2.0,8.0,18.0,7.0,2.0,0.0,3.0,0.0,0.0,1.28,5.75,9.0,1.3,6.0,8.75,1.3,5.5,8.5,1.3,5.93,10.4,1.29,5.25,10.0,1.29,5.5,10.0,1.31,6.15,10.4,1.29,5.64,9.1,19,1,2020,11,21,5,9,7,Home Win,2020-2021
B1,2020-11-22,Beerschot VA,Anderlecht,2,1,H,13.0,13.0,10.0,2.0,21.0,17.0,5.0,3.0,2.0,2.0,0.0,0.0,3.0,3.75,2.15,2.9,3.8,2.25,2.8,3.65,2.25,2.94,3.96,2.3,2.88,3.75,2.2,2.88,3.8,2.25,3.0,4.04,2.3,2.85,3.79,2.23,12,1,2020,11,22,2,0,1,Home Win,2020-2021
B1,2020-11-22,Waregem,Mechelen,1,2,A,5.0,9.0,1.0,3.0,11.0,26.0,3.0,4.0,0.0,2.0,0.0,0.0,2.8,3.5,2.37,2.8,3.7,2.35,2.7,3.45,2.35,2.83,3.84,2.42,2.75,3.5,2.35,2.75,3.6,2.4,2.83,3.85,2.48,2.72,3.63,2.36,15,2,2020,11,22,20,10,1,Away Win,2020-2021
B1,2020-11-22,Charleroi,Gent,0,1,A,5.0,9.0,3.0,4.0,10.0,18.0,3.0,4.0,1.0,2.0,0.0,0.0,2.0,3.6,3.5,2.05,3.4,3.7,2.05,3.3,3.45,2.07,3.53,3.81,2.05,3.5,3.4,2.05,3.6,3.4,2.1,3.76,3.81,2.04,3.46,3.5,17,2,2020,11,22,4,8,1,Away Win,2020-2021
B1,2020-11-22,Genk,Mouscron,4,1,H,15.0,17.0,10.0,3.0,10.0,22.0,5.0,3.0,1.0,4.0,0.0,0.0,1.36,4.75,7.5,1.42,5.0,7.0,1.43,4.4,6.5,1.42,4.96,7.53,1.4,4.5,7.5,1.4,4.75,7.5,1.46,5.11,7.53,1.4,4.74,6.96,19,1,2020,11,22,7,11,1,Home Win,2020-2021
B1,2020-11-23,Oud-Heverlee Leuven,St Truiden,2,2,D,18.0,10.0,7.0,3.0,16.0,19.0,4.0,1.0,1.0,4.0,0.0,0.0,1.9,3.8,3.5,2.0,3.75,3.5,1.97,3.45,3.45,2.02,3.7,3.72,1.95,3.6,3.6,1.95,3.7,3.6,2.02,3.88,3.75,1.97,3.62,3.54,19,0,2020,11,23,13,16,2,Draw,2020-2021
B1,2020-11-24,Waasland-Beveren,Oostende,2,0,H,14.0,12.0,5.0,2.0,10.0,13.0,2.0,6.0,2.0,2.0,0.0,0.0,6.5,4.5,1.5,5.5,4.25,1.53,5.25,4.1,1.53,5.65,4.56,1.57,4.2,3.9,1.75,6.0,4.5,1.5,6.5,4.6,1.58,5.51,4.37,1.54,16,1,2020,11,24,19,12,3,Home Win,2020-2021
B1,2020-11-25,Cercle Brugge,Mouscron,1,2,A,13.0,9.0,3.0,2.0,12.0,11.0,4.0,5.0,4.0,2.0,0.0,0.0,1.66,4.0,4.75,1.67,4.0,4.5,1.7,3.75,4.4,1.72,4.02,5.01,1.7,3.7,4.75,1.7,3.9,4.6,1.74,4.11,5.13,1.7,3.91,4.57,16,2,2020,11,25,3,11,4,Away Win,2020-2021
B1,2020-11-27,Eupen,Charleroi,3,1,H,6.0,15.0,3.0,2.0,14.0,11.0,6.0,3.0,1.0,5.0,0.0,0.0,3.1,3.5,2.2,3.1,3.5,2.25,3.05,3.25,2.25,3.17,3.57,2.31,3.4,3.5,2.05,2.9,3.5,2.3,3.35,3.64,2.33,3.07,3.43,2.25,19,1,2020,11,27,6,4,6,Home Win,2020-2021
B1,2020-11-28,St Truiden,Waasland-Beveren,1,1,D,8.0,14.0,4.0,4.0,14.0,13.0,10.0,7.0,3.0,1.0,0.0,0.0,1.75,3.8,4.33,1.75,4.0,4.33,1.8,3.7,4.0,1.79,4.16,4.29,1.78,3.7,4.2,1.8,3.9,4.0,1.83,4.16,4.33,1.78,3.91,4.05,15,0,2020,11,28,16,19,7,Draw,2020-2021
B1,2020-11-28,Cercle Brugge,Genk,1,5,A,8.0,18.0,2.0,11.0,9.0,5.0,2.0,6.0,2.0,0.0,0.0,0.0,3.5,3.75,1.9,3.3,3.8,2.05,3.35,3.6,1.97,3.62,3.97,2.0,3.25,3.6,2.05,3.4,3.8,2.0,3.62,3.97,2.06,3.4,3.77,1.98,17,2,2020,11,28,3,7,7,Away Win,2020-2021
B1,2020-11-28,Mouscron,Club Brugge,0,0,D,4.0,14.0,3.0,1.0,20.0,15.0,1.0,4.0,2.0,3.0,0.0,0.0,9.5,5.0,1.33,9.0,5.25,1.34,8.25,4.9,1.33,9.17,5.3,1.36,9.0,4.75,1.33,10.0,5.0,1.3,10.0,5.36,1.37,8.57,5.11,1.33,19,0,2020,11,28,11,5,7,Draw,2020-2021
B1,2020-11-29,Mechelen,Beerschot VA,2,3,A,12.0,9.0,3.0,5.0,12.0,11.0,3.0,2.0,4.0,2.0,1.0,0.0,2.1,3.75,3.1,2.2,3.75,3.0,2.15,3.55,3.0,2.18,4.03,3.11,2.2,3.6,3.0,2.15,3.75,3.0,2.28,4.09,3.12,2.15,3.78,2.98,12,2,2020,11,29,10,2,1,Away Win,2020-2021
B1,2020-11-29,Gent,Waregem,0,3,A,13.0,10.0,4.0,5.0,15.0,8.0,8.0,0.0,1.0,1.0,0.0,0.0,1.5,4.5,6.0,1.5,4.6,6.0,1.5,4.4,5.5,1.5,4.85,6.03,1.5,4.33,5.8,1.5,4.6,5.75,1.52,4.85,6.07,1.49,4.61,5.68,15,2,2020,11,29,8,20,1,Away Win,2020-2021
B1,2020-11-29,Anderlecht,Standard,0,0,D,7.0,12.0,1.0,3.0,14.0,11.0,2.0,6.0,2.0,2.0,0.0,0.0,2.1,3.5,3.4,2.15,3.75,3.1,2.15,3.35,3.1,2.24,3.6,3.29,2.15,3.4,3.2,2.15,3.5,3.2,2.28,3.75,3.4,2.17,3.49,3.13,17,0,2020,11,29,0,18,1,Draw,2020-2021
B1,2020-11-29,Kortrijk,Oostende,3,1,H,19.0,15.0,10.0,9.0,11.0,12.0,5.0,6.0,0.0,3.0,0.0,0.0,2.25,3.75,2.8,2.2,3.6,3.1,2.25,3.4,2.9,2.25,3.74,3.1,2.3,3.4,2.9,2.3,3.6,2.9,2.3,3.75,3.12,2.22,3.58,2.97,19,1,2020,11,29,9,12,1,Home Win,2020-2021
B1,2020-11-30,Antwerp,Oud-Heverlee Leuven,3,2,H,29.0,16.0,9.0,4.0,9.0,20.0,11.0,2.0,3.0,5.0,0.0,0.0,1.6,4.2,5.25,1.6,4.4,5.0,1.6,4.0,4.8,1.63,4.31,5.28,1.57,4.2,5.0,1.62,4.2,5.0,1.63,4.46,5.28,1.6,4.23,4.96,19,1,2020,11,30,1,13,2,Home Win,2020-2021
B1,2020-12-01,Mouscron,St Truiden,3,2,H,10.0,18.0,6.0,7.0,12.0,13.0,2.0,8.0,3.0,3.0,0.0,0.0,2.9,3.4,2.4,3.0,3.5,2.3,2.85,3.0,2.45,3.01,3.34,2.52,2.9,3.2,2.45,2.9,3.25,2.45,3.05,3.5,2.54,2.92,3.24,2.43,16,1,2020,12,1,11,16,3,Home Win,2020-2021
B1,2020-12-02,Charleroi,Waasland-Beveren,0,2,A,11.0,11.0,4.0,4.0,14.0,9.0,4.0,7.0,1.0,3.0,1.0,0.0,1.28,5.75,9.0,1.3,5.5,10.5,1.3,5.0,8.5,1.3,5.79,10.96,1.27,5.25,11.0,1.29,5.5,10.0,1.33,5.94,11.0,1.3,5.44,9.35,16,2,2020,12,2,4,19,4,Away Win,2020-2021
B1,2020-12-03,Eupen,Mechelen,1,1,D,10.0,25.0,3.0,6.0,7.0,7.0,2.0,8.0,0.0,2.0,0.0,0.0,2.45,3.25,2.87,2.55,3.25,2.85,2.5,3.1,2.75,2.64,3.37,2.84,2.45,3.3,2.75,2.5,3.4,2.75,2.64,3.58,2.87,2.51,3.31,2.76,16,0,2020,12,3,6,10,5,Draw,2020-2021
B1,2020-12-04,Waregem,Anderlecht,2,2,D,8.0,21.0,2.0,6.0,13.0,12.0,1.0,4.0,1.0,2.0,0.0,0.0,3.8,4.0,1.8,3.5,4.1,1.91,3.65,3.75,1.85,3.75,4.31,1.88,3.4,3.9,1.91,3.8,4.0,1.83,3.8,4.31,1.91,3.65,4.03,1.85,19,0,2020,12,4,20,0,6,Draw,2020-2021
B1,2020-12-05,Waasland-Beveren,Mouscron,2,0,H,12.0,6.0,5.0,2.0,9.0,8.0,7.0,2.0,1.0,2.0,0.0,0.0,2.2,3.5,3.1,2.3,3.6,2.95,2.3,3.3,2.85,2.4,3.51,3.07,2.35,3.3,2.9,2.3,3.4,3.0,2.42,3.6,3.1,2.31,3.43,2.94,15,1,2020,12,5,19,11,7,Home Win,2020-2021
B1,2020-12-05,Oud-Heverlee Leuven,Cercle Brugge,2,1,H,11.0,15.0,4.0,5.0,10.0,11.0,1.0,5.0,2.0,2.0,1.0,0.0,2.15,3.75,3.1,2.15,3.8,3.1,2.2,3.55,2.9,2.21,3.88,3.14,2.2,3.6,3.0,2.15,3.75,3.0,2.28,3.88,3.15,2.17,3.72,2.98,17,1,2020,12,5,13,3,7,Home Win,2020-2021
B1,2020-12-05,Club Brugge,St Truiden,1,0,H,16.0,6.0,5.0,3.0,11.0,6.0,3.0,3.0,0.0,1.0,0.0,0.0,1.2,6.5,11.0,1.22,6.75,11.5,1.25,6.0,10.0,1.24,6.74,11.77,1.22,6.0,12.0,1.22,6.5,11.5,1.26,6.99,12.0,1.23,6.44,10.8,19,1,2020,12,5,5,16,7,Home Win,2020-2021
B1,2020-12-06,Genk,Antwerp,4,2,H,20.0,10.0,10.0,2.0,8.0,12.0,5.0,4.0,1.0,3.0,0.0,0.0,2.15,3.4,3.2,2.2,3.6,3.1,2.2,3.3,3.05,2.26,3.54,3.29,2.15,3.5,3.1,2.2,3.5,3.13,2.31,3.6,3.29,2.2,3.44,3.12,12,1,2020,12,6,7,1,1,Home Win,2020-2021
B1,2020-12-06,Beerschot VA,Eupen,0,1,A,19.0,18.0,4.0,8.0,8.0,15.0,11.0,7.0,3.0,2.0,0.0,0.0,1.83,4.0,3.75,1.87,4.2,3.6,1.9,3.8,3.35,1.95,4.13,3.65,1.91,3.8,3.5,1.9,4.0,3.5,1.96,4.3,3.75,1.9,4.01,3.46,15,2,2020,12,6,2,6,1,Away Win,2020-2021
B1,2020-12-06,Standard,Mechelen,2,2,D,17.0,14.0,5.0,9.0,10.0,13.0,7.0,4.0,2.0,1.0,0.0,0.0,2.05,3.5,3.4,2.05,3.6,3.5,2.1,3.3,3.2,2.17,3.65,3.41,1.91,3.5,3.8,2.1,3.5,3.4,2.2,3.65,3.5,2.1,3.5,3.3,17,0,2020,12,6,18,10,1,Draw,2020-2021
B1,2020-12-06,Oostende,Gent,2,1,H,7.0,7.0,3.0,2.0,10.0,19.0,3.0,6.0,2.0,4.0,0.0,0.0,3.0,3.6,2.2,2.95,3.7,2.25,2.85,3.55,2.2,3.04,3.99,2.23,2.9,3.7,2.2,2.9,3.7,2.25,3.05,3.99,2.28,2.93,3.7,2.2,19,1,2020,12,6,12,8,1,Home Win,2020-2021
B1,2020-12-07,Charleroi,Kortrijk,0,0,D,1.0,13.0,0.0,6.0,12.0,11.0,7.0,7.0,4.0,2.0,0.0,0.0,1.72,3.6,5.0,1.75,3.75,4.75,1.73,3.45,4.7,1.76,3.67,5.12,1.67,3.7,5.0,1.73,3.8,4.6,1.79,4.01,5.16,1.73,3.66,4.7,19,0,2020,12,7,4,9,2,Draw,2020-2021
B1,2020-12-08,Oud-Heverlee Leuven,Mouscron,2,0,H,11.0,8.0,3.0,5.0,9.0,18.0,2.0,2.0,0.0,5.0,0.0,0.0,1.75,3.75,4.5,1.78,3.8,4.4,1.77,3.8,4.0,1.8,3.93,4.56,1.8,3.5,4.33,1.8,3.8,4.33,1.83,3.94,4.6,1.78,3.78,4.25,16,1,2020,12,8,13,11,3,Home Win,2020-2021
B1,2020-12-11,Anderlecht,Genk,1,0,H,15.0,4.0,5.0,1.0,19.0,12.0,7.0,5.0,3.0,3.0,0.0,0.0,2.62,3.5,2.5,2.55,3.7,2.55,2.55,3.35,2.5,2.64,3.73,2.63,2.7,3.4,2.5,2.55,3.6,2.55,2.67,3.74,2.64,2.58,3.57,2.52,19,1,2020,12,11,0,7,6,Home Win,2020-2021
B1,2020-12-12,Mouscron,Beerschot VA,3,1,H,16.0,11.0,7.0,2.0,13.0,9.0,2.0,7.0,0.0,2.0,0.0,0.0,3.75,3.9,1.85,3.6,3.8,1.95,3.45,3.65,1.9,3.54,4.22,1.96,3.6,3.6,1.95,3.7,3.8,1.9,3.75,4.22,1.97,3.51,3.87,1.91,15,1,2020,12,12,11,2,7,Home Win,2020-2021
B1,2020-12-12,Cercle Brugge,Oostende,0,1,A,8.0,14.0,4.0,4.0,12.0,9.0,3.0,3.0,4.0,0.0,1.0,0.0,2.87,3.5,2.3,2.8,3.7,2.35,2.8,3.4,2.3,2.92,3.82,2.36,2.88,3.5,2.3,2.88,3.6,2.3,2.96,3.82,2.4,2.83,3.6,2.31,17,2,2020,12,12,3,12,7,Away Win,2020-2021
B1,2020-12-12,Kortrijk,Oud-Heverlee Leuven,0,3,A,20.0,10.0,5.0,4.0,13.0,13.0,12.0,1.0,2.0,1.0,0.0,0.0,2.0,3.6,3.5,2.05,3.6,3.5,2.05,3.4,3.25,2.11,3.68,3.54,2.1,3.5,3.2,2.05,3.6,3.4,2.13,3.9,3.54,2.05,3.6,3.33,17,2,2020,12,12,9,13,7,Away Win,2020-2021
B1,2020-12-12,St Truiden,Charleroi,1,2,A,17.0,11.0,3.0,4.0,5.0,17.0,9.0,5.0,2.0,2.0,1.0,0.0,3.0,3.6,2.2,3.1,3.5,2.25,2.95,3.3,2.25,3.11,3.66,2.31,3.0,3.4,2.25,3.1,3.4,2.25,3.24,3.66,2.31,3.02,3.47,2.24,19,2,2020,12,12,16,4,7,Away Win,2020-2021
B1,2020-12-13,Antwerp,Club Brugge,0,2,A,9.0,13.0,1.0,5.0,11.0,15.0,2.0,9.0,3.0,1.0,1.0,0.0,3.1,3.5,2.2,3.1,3.6,2.2,2.95,3.35,2.25,3.09,3.64,2.33,3.1,3.4,2.2,3.0,3.5,2.25,3.15,3.71,2.33,3.0,3.51,2.24,12,2,2020,12,13,1,5,1,Away Win,2020-2021
B1,2020-12-13,Gent,Standard,2,1,H,14.0,8.0,6.0,3.0,23.0,9.0,3.0,3.0,0.0,1.0,0.0,0.0,2.15,3.3,3.25,2.2,3.5,3.2,2.2,3.4,2.95,2.25,3.71,3.12,2.25,3.4,3.0,2.25,3.5,3.0,2.32,3.71,3.25,2.21,3.5,3.04,17,1,2020,12,13,8,18,1,Home Win,2020-2021
B1,2020-12-13,Mechelen,Waasland-Beveren,2,3,A,12.0,10.0,5.0,5.0,13.0,11.0,3.0,1.0,0.0,0.0,1.0,0.0,1.44,4.5,6.5,1.44,4.75,7.0,1.43,4.6,6.0,1.43,4.96,6.46,1.47,4.4,6.0,1.4,4.8,7.0,1.5,5.05,7.0,1.43,4.77,6.32,19,2,2020,12,13,10,19,1,Away Win,2020-2021
B1,2020-12-15,Cercle Brugge,Charleroi,3,4,A,10.0,21.0,5.0,7.0,13.0,13.0,2.0,9.0,3.0,2.0,1.0,0.0,3.25,3.6,2.1,3.2,3.5,2.2,3.25,3.45,2.15,3.41,3.64,2.15,3.2,3.4,2.15,3.25,3.6,2.1,3.41,3.65,2.2,3.24,3.52,2.12,17,2,2020,12,15,3,4,3,Away Win,2020-2021
B1,2020-12-15,Mouscron,Oud-Heverlee Leuven,2,2,D,17.0,12.0,7.0,9.0,9.0,9.0,6.0,4.0,5.0,2.0,0.0,0.0,2.9,3.6,2.2,3.0,3.7,2.25,2.95,3.4,2.3,3.08,3.59,2.33,2.9,3.4,2.3,3.0,3.5,2.25,3.1,3.7,2.33,2.97,3.49,2.27,17,0,2020,12,15,11,13,3,Draw,2020-2021
B1,2020-12-15,Anderlecht,Oostende,2,1,H,9.0,14.0,5.0,3.0,12.0,16.0,2.0,3.0,0.0,3.0,1.0,0.0,1.8,3.8,4.0,1.75,3.8,4.6,1.83,3.65,4.1,1.85,3.76,4.33,1.8,3.6,4.2,1.83,3.75,4.1,1.86,3.9,4.6,1.82,3.71,4.11,20,1,2020,12,15,0,12,3,Home Win,2020-2021
B1,2020-12-16,Antwerp,Waregem,0,1,A,11.0,17.0,2.0,5.0,11.0,11.0,2.0,4.0,2.0,3.0,0.0,0.0,1.5,4.33,6.0,1.53,4.4,6.0,1.53,4.4,5.5,1.54,4.41,6.46,1.5,4.2,6.0,1.5,4.5,5.75,1.55,4.6,6.46,1.51,4.38,5.75,17,2,2020,12,16,1,20,4,Away Win,2020-2021
B1,2020-12-16,Gent,Waasland-Beveren,3,0,H,17.0,9.0,7.0,1.0,12.0,17.0,4.0,4.0,1.0,2.0,0.0,0.0,1.44,4.75,6.5,1.44,4.75,6.75,1.43,4.7,6.25,1.43,5.02,6.81,1.42,4.6,7.0,1.44,4.75,6.5,1.46,5.04,6.84,1.43,4.76,6.44,20,1,2020,12,16,8,19,4,Home Win,2020-2021
B1,2020-12-16,Kortrijk,Standard,2,1,H,10.0,17.0,4.0,6.0,12.0,17.0,6.0,5.0,3.0,1.0,0.0,0.0,3.0,3.6,2.15,3.1,3.6,2.2,3.1,3.45,2.2,3.2,3.66,2.26,3.0,3.4,2.25,3.0,3.5,2.25,3.2,3.66,2.33,3.06,3.5,2.21,20,1,2020,12,16,9,18,4,Home Win,2020-2021
B1,2020-12-17,Mechelen,Club Brugge,0,3,A,10.0,21.0,3.0,8.0,10.0,11.0,6.0,3.0,3.0,0.0,0.0,0.0,5.25,3.8,1.65,4.75,3.9,1.72,4.5,3.9,1.7,4.59,4.02,1.74,4.6,3.9,1.67,4.6,3.9,1.7,5.25,4.2,1.74,4.5,3.94,1.7,19,2,2020,12,17,10,5,5,Away Win,2020-2021
B1,2020-12-18,Charleroi,Anderlecht,1,0,H,10.0,7.0,4.0,2.0,15.0,12.0,3.0,3.0,3.0,0.0,0.0,0.0,2.87,3.3,2.37,2.95,3.3,2.45,2.95,3.2,2.4,3.04,3.32,2.49,2.7,3.3,2.5,2.9,3.3,2.4,3.05,3.37,2.61,2.91,3.24,2.44,19,1,2020,12,18,4,0,6,Home Win,2020-2021
B1,2020-12-19,Waregem,St Truiden,0,2,A,12.0,11.0,1.0,6.0,17.0,16.0,6.0,4.0,4.0,2.0,1.0,0.0,2.2,3.6,2.9,2.2,3.5,3.2,2.3,3.45,2.95,2.31,3.63,3.02,2.25,3.4,3.0,2.25,3.5,3.0,2.31,3.74,3.2,2.25,3.53,2.97,17,2,2020,12,19,20,16,7,Away Win,2020-2021
B1,2020-12-19,Genk,Kortrijk,2,0,H,13.0,7.0,5.0,1.0,14.0,16.0,4.0,1.0,1.0,2.0,0.0,0.0,1.55,4.75,4.75,1.6,4.4,5.0,1.6,4.1,5.25,1.63,4.2,5.26,1.6,3.9,5.25,1.6,4.2,5.25,1.63,4.75,5.52,1.6,4.15,5.11,19,1,2020,12,19,7,9,7,Home Win,2020-2021
B1,2020-12-20,Club Brugge,Gent,0,1,A,22.0,6.0,9.0,2.0,13.0,18.0,15.0,0.0,3.0,3.0,0.0,0.0,1.57,3.8,6.0,1.57,3.9,6.25,1.6,4.0,5.25,1.59,4.04,5.97,1.57,3.8,5.8,1.6,4.0,5.5,1.63,4.15,6.25,1.59,3.98,5.4,12,2,2020,12,20,5,8,1,Away Win,2020-2021
B1,2020-12-20,Oud-Heverlee Leuven,Mechelen,1,2,A,12.0,29.0,5.0,12.0,12.0,12.0,3.0,3.0,3.0,4.0,0.0,0.0,2.4,3.8,2.55,2.5,3.6,2.7,2.5,3.4,2.6,2.55,3.51,2.76,2.55,3.5,2.55,2.55,3.4,2.7,2.6,3.8,2.79,2.51,3.46,2.64,15,2,2020,12,20,13,10,1,Away Win,2020-2021
B1,2020-12-20,Standard,Mouscron,0,1,A,13.0,10.0,6.0,4.0,13.0,14.0,5.0,1.0,4.0,1.0,0.0,0.0,1.4,4.33,8.0,1.44,4.33,8.0,1.4,4.7,7.5,1.4,4.87,7.94,1.4,4.4,8.0,1.4,4.6,8.0,1.44,4.9,8.0,1.4,4.63,7.33,17,2,2020,12,20,18,11,1,Away Win,2020-2021
B1,2020-12-20,Waasland-Beveren,Antwerp,0,3,A,9.0,16.0,1.0,7.0,16.0,14.0,5.0,7.0,1.0,4.0,0.0,0.0,4.2,3.8,1.72,4.2,3.9,1.8,4.1,3.8,1.8,4.18,3.96,1.82,4.2,3.7,1.78,4.1,3.8,1.8,4.35,4.05,1.83,4.11,3.83,1.78,19,2,2020,12,20,19,1,1,Away Win,2020-2021
B1,2020-12-26,Club Brugge,Eupen,3,0,H,14.0,9.0,6.0,2.0,9.0,16.0,12.0,2.0,0.0,2.0,1.0,0.0,1.2,6.5,13.0,1.18,6.75,13.5,1.2,6.75,14.0,1.18,7.71,13.87,1.17,6.5,17.0,1.17,7.0,17.0,1.2,8.0,17.0,1.18,6.95,13.99,13,1,2020,12,26,5,6,7,Home Win,2020-2021
B1,2020-12-26,Waregem,Cercle Brugge,1,0,H,7.0,14.0,3.0,3.0,17.0,15.0,5.0,7.0,3.0,2.0,0.0,0.0,2.0,3.75,3.4,2.15,3.3,3.3,2.1,3.45,3.3,2.16,3.5,3.45,2.05,3.5,3.3,2.05,3.6,3.4,2.17,3.82,3.6,2.1,3.49,3.32,15,1,2020,12,26,20,3,7,Home Win,2020-2021
B1,2020-12-26,Kortrijk,Gent,1,0,H,9.0,13.0,5.0,6.0,21.0,8.0,4.0,3.0,3.0,0.0,0.0,1.0,3.25,3.5,2.1,3.1,3.4,2.2,3.1,3.5,2.2,3.26,3.61,2.19,3.1,3.4,2.2,3.0,3.6,2.25,3.29,3.78,2.25,3.1,3.52,2.19,17,1,2020,12,26,9,8,7,Home Win,2020-2021
B1,2020-12-26,Oud-Heverlee Leuven,Oostende,1,2,A,9.0,20.0,4.0,6.0,12.0,9.0,4.0,9.0,1.0,3.0,0.0,0.0,2.6,3.5,2.6,2.55,3.3,2.7,2.5,3.45,2.6,2.55,3.6,2.71,2.5,3.5,2.6,2.55,3.5,2.63,2.6,3.74,2.71,2.52,3.48,2.63,17,2,2020,12,26,13,12,7,Away Win,2020-2021
B1,2020-12-26,Standard,St Truiden,1,2,A,18.0,9.0,7.0,5.0,19.0,14.0,7.0,3.0,2.0,2.0,0.0,1.0,1.6,3.75,6.0,1.6,3.8,5.5,1.63,4.0,5.0,1.64,4.14,5.24,1.62,3.8,5.25,1.62,4.0,5.25,1.66,4.2,6.0,1.62,4.0,5.09,19,2,2020,12,26,18,16,7,Away Win,2020-2021
